id,full_id,youtube_tags,predicted_tags
f6lz,PynbpydM97M,"['Powerlifting', 'Sports', 'Fitness', 'Squats', 'Bodybuilding', 'Health', 'Bench', 'Strength', 'Press', 'Exercise', 'Weight Training (Hobby)']","['Weight training', 'Gym', 'Squat (exercise)', 'Barbell']"
H5Xs,HYxHv91YRyI,"['youtube', 'poop', 'ytp', 'space', 'ghost', 'funky', 'duckman', 'cartoon', 'planet']","['Cartoon', 'Animation', 'Cartoon Network']"
YChr,HfrDMdsw7bw,"['ウッドガスストーブ', '収納', '展開', '100均', 'アウトドア', 'キャンプ', '野宿', 'クッカー', 'スノーピーク', 'ブッシュクラフト', '焚火', 'ソロ']","['Food', 'Stove']"
6jO2,6Xzmu4Wj69I,"['Fallen Earth (Video Game)', 'fallen', 'earth', 'fallen earth gameplay español', 'juegos troll', 'juegos graciosos', 'juegos random', 'kidplaypaustt', 'kidplay', 'paustt', 'gamers', 'videos graciosos de videojuegos', 'videos graciosos', 'pc game', 'fallen earth español', 'videos buenos', 'gaming troll', 'gameplay', 'español', 'fallout', 'juego de ordenador', 'steam', 'steam juego pc', 'steam pc game', 'aprendiendo a jugar a fallen earth', 'como jugar a fallen earth', 'como trolear un juego', 'ps3', 'xbox', 'Xbox 360 (Video Game Platform)', 'games']","['Game', 'Video game', 'H1Z1: Just Survive']"
wrWg,hEjsf5k4P74,"['na base da nuvem', 'paraglider', 'parapente', 'brasileiro', 'asa delta', 'botucatu', 'paulista', 'tosetto', 'voo', 'livre', 'festival']",['Paragliding']
9IFq,t-zS-8C7ZLc,"['Siemens', 'Industry', 'automotive production', 'digitalization', 'product design', 'production planning', 'engineering', 'manufacturing', 'services', 'TIA', 'TIA portal', 'automotive plant', 'Plant Data Services', 'Tecnomatix', 'NX', 'Teamcenter', 'Hannover Messe 2015']",
VXZm,PR3uV6Jtym0,"['Call Of Duty: Black Ops (Video Game)', 'Call Of Duty (Video Game Series)', 'Zombie (Film Genre)', 'Zombie (Character Species)', 'Video Game (Industry)', 'Call Duty', 'Cod', 'Modern', 'advanced', 'new', 'trailer', 'analysis']","['Game', 'Video game', 'Trailer (promotion)', 'Call of Duty', 'Call of Duty: Black Ops II', 'Call of Duty: Black Ops', 'Call of Duty: Advanced Warfare']"
ums2,_zdE80sAjUw,"['DTA', 'Deutsche', 'Meisterschaft', '2011', 'Mülheim', 'Lea', 'Solo']","['Concert', 'Performance art', 'Dance']"
eBLr,LZYJHYzOG4M,"['באטלפילד', 'טנקים', 'נשקים', 'm416', 'battlefield', 'ישראל', 'מלחמה', 'פורומים', 'גיימינג', 'יריות', 'fps', 'shooters', 'gaming', 'noob', 'pro', 'mp7', 'caspian border', 'chopper', 'plance', 'tank', 'buggy', 'off road', 'anti AA']","['Game', 'Video game', 'Battlefield (series)', 'Weapon', 'Battlefield 3', 'Battlefield 4']"
OXnV,ek0exqdmOB4,"['RC', 'Focke-Wulf', 'Fw', '190', 'maiden', 'flight', 'ends', 'with', 'great', 'landing', 'at', 'sccmas', 'Airport', 'Airplane', 'Remote Control (Invention)', 'airplane', 'aircraft', 'radio', 'control', 'take', 'off', 'takeoff', 'german', 'nazi', 'swastika', 'not', 'on', 'this', 'one', 'Plane', 'Airlines', 'iron', 'cross', 'put', 'video', 'here', 'just', 'to', 'prove', 'that', 'most', 'people', 'youtube', 'would', 'rather', 'watch', 'an', 'crash', 'than', 'it', 'fly.', 'You', 'Flying']","['Vehicle', 'Aircraft', 'Airplane', 'Radio-controlled model', 'Model aircraft', 'Radio-controlled aircraft', 'Jet aircraft', 'Aviation', 'Fighter aircraft', 'Aerobatics']"
xxOj,E9-zTvgT_X0,"['tournament', 'match', 'championship', 'street', 'fighter', 'IV', 'スト4', 'ストリートファイター４', 'ランバト', 'トーナメント', 'カプコン', 'capcom', 'Japan', 'top', 'beast', 'sf4', '0xkeNzo', 'Umehara', 'Daigo']","['Game', 'Video game', 'Cartoon', 'Fighting game', 'Street Fighter', 'Street Fighter IV', 'Ryu (Street Fighter)', 'Akuma (Street Fighter)', 'Ken Masters', 'Chun-Li', 'Zangief', 'M. Bison']"
rXVV,934mdDqcH2A,"['video clip de descubri violetta', 'violetta 3', 'violetta descubri', 'martina stoesse cantando', 'VIOLETTA', 'cancion nueva de violetta', 'martina stoessel', 'violetta stoessel', 'violetta castillo', 'martina castillo', 'violetta 1', 'violetta 2', 'violetta cancion', 'violetta canciones', 'Martina Stoessel (Musical Artist)', 'violetta videos', 'videoclip de violetta descubri']",['Music video']
Yr2X,ao-XGmw141Y,"['Donkey Kong (Video Game Series)', 'Bootleg Recording', 'Donkey Kong Country (Video Game)', 'SEGA Genesis Bootleg']","['Game', 'Video game', 'Cartoon', 'Video game console', 'Sega Genesis', 'Donkey Kong', 'Master System']"
ypzE,_pGcedSUIwQ,"['desert bus for hope', ""child's play"", 'charity fundraiser', 'DB7']",
piAv,ifvPf4kG4mQ,"['nmbnm', 'brawl', 'bros.', 'snake', 'metal', 'gear', 'pokemon', 'fire', 'emblem']","['Game', 'Video game', 'Cartoon', 'Fighting game', 'Super Smash Bros.', 'The Legend of Zelda', 'Link (The Legend of Zelda)', 'Yoshi', 'Ganon', 'Meta Knight']"
Wnnh,z9GyDH3DIjI,"['MC.TV', 'GASS', 'GANG', 'SNEAKBO', 'ARD', 'ADZ', 'SHALLOW', 'LOOCH', 'Grimedaily', 'linkuptv', 'USG', 'K-KOKE', 'Sho Shallow', 'Ard Adz', 'Go Ard Or Go Yard', 'mctv', 'John Wayne Fire In The Streets', 'Ard Adz & Sho Shallow Watch My Step', 'Thoughts', 'Ups and Downs', 'OSM Vision', 'Odotsheaman', 'Odot', 'Ard', 'Adz', 'Sho', 'Shallow', 'Brixton', 'Music Video', 'Freestyle', 'Sneakbo', 'Grizzy', 'M Dargg', 'S Wavey', 'Jaja Soze', 'But I Gotta', 'I Know', 'Tomorrow', 'Link Up TV', 'Pacman TV', 'SBTV', 'HDR', 'GRM Daily', 'London', 'Instrumental', 'Freestyle Rap (Musical Genre)']",
AnC5,2OoiLx0GQDg,"['Makeup', '메이크업', 'Haul', 'Fashion', 'Daily Look', '패션', '데일리룩', '튜토리얼', 'Tutorial', 'BeautyTip', 'Cosmetics (Quotation Subject)', 'Haul Video', 'Etude House', '하울', '에뛰드하우스', '에뛰드하우스 섀도우', '눈화장', '데일리 눈화장']","['Cosmetics', 'Eye shadow', 'Mascara', 'Lipstick', 'Eye liner', 'Rouge (cosmetics)', 'Eye', 'Concealer', 'Eyelash', 'Lip gloss', 'Eyelash extensions']"
mvLb,cWK7yU5aQo4,"['HFD', 'Houston', 'Fire', 'Department', 'Alvin', 'TX', 'Damion', 'Hobbs', 'Damion Hobbs', 'fallen', 'hero', 'heroes', 'funeral', 'memorial', 'James', 'Harlow', 'Captain']",
HPj6,uHHoGFsLhAc,"['バイオハザードリべレーションズアンベールドエディション', 'バイオハザードリべレーションズ', 'バイオハザード攻略動画', 'トリニティボーナス', 'レイドモードステージ１０ＤＥＥＰ']","['Game', 'Video game', 'Action-adventure game', 'Battlefield (series)', ""Tom Clancy's Ghost Recon""]"
9LR8,Kn21HzFPSgI,"['Frankfurt', 'Zollamt', 'Abriss']","['Building', 'Construction', 'Demolition']"
vZAT,xS034Ep9WVg,"['alerta', 'sismica', 'para', 'iphone', 'ipod', 'ipad', 'android', 'ios', 'gratis', 'aplicacion', 'app', 'aplicaciones', 'mexico', 'df', 'ciudad', 'de', 'axtel', 'internet', 'alarma', 'alarmas', 'alarma sismica', 'alarmas sismicas', 'alerta sismica', 'gratuita', 'full']","['Mobile phone', 'Smartphone', 'Gadget', 'IPhone']"
BGMT,KJcFggiMy6k,"['SJ1000', 'ActionCam', 'SportsCam', 'Fazer', 'FZ1']","['Vehicle', 'Car', 'Motorcycle', 'Motorcycling', 'Driving', 'Dashcam', 'Road']"
UN6u,XLfALcpZVj4,"['MVI', '7306']","['Vehicle', 'Car', 'Food', 'Machine', 'Tractor', 'Heavy equipment', 'Woodchipper']"
lTAb,YB8vQ3jsn88,,"['Wood', 'Home appliance', 'Fire', 'Stove', 'Fireplace', 'Wood-burning stove']"
VJXC,9DwMJAUJhbM,"['NightSoulMS', 'old', 'maplestory', 'fun', 'donation', 'private', 'server', 'low', 'rate', 'yeahyeahyeah']","['Game', 'MapleStory']"
RvQ2,yxineggbmQk,"['Xavier', 'Coll', 'vihuela', 'Mudarra', 'Pavana', 'Gallarda', 'Fantasía', 'guitarra', 'renacimiento', 'Palau de la Música Catalana', 'Ludovico', 'classical music live music']","['Performance art', 'Dance']"
wmxE,waKqfwjRjtI,"['quad', 'yamaha', 'Pro', 'Armor', '5-point', 'harness', 'mud', 'and', 'guts', 'offroad', 'magoffroad', 'QuadBoss', 'Mudboss', 'boss', 'DWT', 'Yamaha', 'Rhino', 'EMP', 'extreme', 'metal', 'products', 'kfi', 'winch', 'four-wheeling', 'mudding', 'hill-climbing', 'atv', 'utv', 'baja', 'designs', 'maier', 'custom', 'plastics', 'rdc', 'rubber', 'down', 'customs', 'Ricochet', 'Offroad', 'modquad', 'progressive', 'suspension']",
jfY3,s9I5poquWjM,"['bhojpuri', 'patna', 'bihar', 'jharkhand', 'song', 'music', 'devotional', 'bhajan', 'bhakti', 'sangeet', 'god', 'goddess']",
pH6U,NF3jqTtMAXE,"['Lausanne Collegiate School (Nonprofit Organization)', 'Football']","['Game', 'Association football', 'American football']"
p2az,o5ghev-BJaI,"['Hino', '450']","['Concert', 'Musician', 'Musical ensemble', 'Choir', 'Quartet']"
KDcA,PqpXu0N5F_A,"['Junjou', 'Fighter', 'Dance', 'Dancing', 'Moves', 'Project', 'Street', 'Group', 'Fighter (song)', 'Ryu', 'Mio', '純情☆ファイター', 'みお', 'めろちん', 'Melochin', 'Ry☆', 'あすか', 'Asuka', 'きょうか', 'Kyoka', 'りりり', 'Ririri', 'ピンキー!', 'Pinky!', 'もぉみ', 'Momi', 'いおり', 'Iori', 'いろり', 'Irori', 'soulkiki97']",['Dance']
p5NB,U6GP-t5ijOE,"['Lmes', 'Series', 'Paul', 'Ricard', 'test', 'testing', '1000km', 'Peugeot', '908', 'Victory', 'Funk', 'Nasty', 'Le', 'Mans']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Sports car', 'Race track']"
nL9P,X5csJt6hmMo,"['17', 'maggio', 'lume']","['Vehicle', 'Motorsport', 'Motorcycle', 'Motorcycling', 'Outdoor recreation', 'Motocross', 'Enduro', 'Trail']"
8EqR,2F5YuY8nx_A,"['The Sims 3 (Video Game)', 'Sam Sparro (Musical Artist)', 'Durand Bernarr', 'The Sims', 'Sims', 'Sims 3', 'Sims3', 'Music Video', 'Machinima', 'Darren Slimick', 'Darren', 'Slimick']","['The Sims', None, 'The Sims 2', 'The Sims 3', 'Second Life']"
i6GX,kL0FsuH5lgk,"['Tour of Australia 2012', '1980s', '2012', 'Hobart', 'U2', 'Tasmania', 'Pride', 'music', 'Pride In The Name Of Love', 'rock', 'In The Name Of Love', 'Live', 'Orianthi', 'Concert', 'Live Music', 'Michael Bolton', 'The Unforgettable Fire', 'Australian Tour']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Drummer']"
uMdz,HBEyVmLEcWU,"['pociąg', 'SM42', 'Krzeszowice', 'Zalas']","['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Locomotive', 'Train station', 'Rail freight transport', 'Cargo']"
RLQZ,VCHRKgvatqU,"['fogo', 'fogão', 'botafogo', 'campeão', 'juvenil', 'guilherme', 'embry']","['Game', 'Association football', 'Rugby football']"
aTQy,7njx2jWBvGQ,"['Batman', 'Arkham', 'Asylum', 'HD', 'Gameplay', 'Asus', 'N61VG', 'geforce', 'gt220', '1gb', 'Intel®', 'Core™', 'Duo', 'T6600', 'RAM:', '4GB', 'DDRII', 'HDD:', '500GB', 'nVidia', 'GeForce', 'GT', '220M', 'vram', '4850', '4870', '4670', '3870', 'X2', '9800', 'GX2', '3850', 'PCI-E', 'GTX', '8500', '3650', '260', '(216', 'Shaders)', '4650', '9400', 'All-In-Wonder', '9500', '280', '9600', 'GSO']","['Game', 'Video game', 'Action-adventure game', 'Batman', 'Batman: Arkham', 'Joker (comics)', 'Batman: Arkham City', 'Batman: Arkham Asylum', 'Arkham Asylum']"
RjLN,d8Y6CE4aKLI,"['mgo', 'EU', 'mgs4', 'gameplay', 'online', 'metal', 'gear', 'solid', 'ps3', 'playstation', 'sons', 'of', 'the', 'patriot', 'mgo2', 'mumra', 'hewhodares.com', 'everliving', 'mumra2k', 'mumra.eu', 'ESoul', 'everlivingsouls', 'souls', 'hwd']","['Game', 'Video game', 'Action-adventure game', 'Metal Gear', 'Metal Gear Solid 4: Guns of the Patriots', 'Big Boss (Metal Gear)', 'Metal Gear Online']"
fxek,mIzH6MwF5e0,"['TehTopCat', 'Lives', 'Episode', 'Intervention', 'Barrett', '50', 'Cal', 'Mw2', 'Modern', 'Warfare', 'Cod4', 'MW']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Modern Warfare 2', 'Call of Duty 4: Modern Warfare']"
pb7b,kAmoyBaeABk,"['NBA 2K13 my Career mode', 'NBA Playoffs post season', 'Best dunks of all time', 'best alley oops of all time', 'basketball', 'shakedown2012 dunk contest qjb', 'chris smoove and dman', 'dmanunt2014', 'dual commentary', 'nasty dunks', 'how to dunk', 'how to hack my players', 'how to hack on nba 2k13', 'how to glitch on 2k13', 'NBA 2K13 my career mode', 'NBA 2K14', 'NBA Live 14', '2K14 My Player Mode', 'NBA Live 14 bounce tek', 'EA Sports', 'NBA 2K13 MyTEAM']","['Game', 'Video game', 'Sports game', 'Basketball moves', 'Slam dunk', 'PlayStation 4', 'NBA 2K15', 'NBA 2K14']"
4IlR,gHNAQJ3L9tI,"['Tomb Raider', 'Tomb Raider 2013', 'Tomb Raider GT540M', 'GT540M']","['Game', 'Video game', 'Trailer (promotion)', 'Action-adventure game', 'Uncharted', 'Lara Croft', ""Uncharted: Drake's Fortune""]"
5KF6,Q9IFYzRBUqQ,"['salmon', 'de', '15', 'kilos', 'pescado', 'por', 'el', 'ismael', 'gonzales.....']","['Vehicle', 'Pet', 'Fishing', 'Fish', 'Outdoor recreation', 'Recreational fishing', 'Fishing rod', 'Fishing lure', 'River', 'Trout', 'Salmon', 'Rainbow trout']"
SYaO,jmgAKCytUDU,"['Izabela Melandowska', 'Gorzów Wielkopolski', 'Wrocław', 'fitness', 'pole dance', 'taniec na rurze', 'lokalik.tv']",['Dance']
Kt5r,Nu-nd4vslMA,"['WHITEHAVEN', 'VS', 'FAIRLEY', 'SHOWDOWN', '2010', 'WHERE', 'YOU', 'AT', 'BATTLE', 'JACKSON', 'STATE', 'JSU', 'WAR', 'AND', 'THUNDER', 'WT', 'JSETTES', 'SOUTHERN', 'SU', 'JAGS', 'PINE', 'BLUFF', 'HIGH', 'ZEBRAS', 'UAPB', 'M4', 'MISSISSIPPI', 'TENNESEE', 'TNSU', 'MOTION', 'OCEAN', 'TXSU']","['Musician', 'Dance', 'Musical ensemble', 'Marching band']"
qIuL,3r-3jTxchy8,"['isenseven', 'lets', 'go', 'get', 'lost', 'snowboarding', 'jump', 'jib', 'how', 'to', 'torje', 'haikki', 'marko', 'Ski', 'Skiing', 'Snowboard', 'Snow', 'Winter', 'Mountain', 'Freestyle', 'Powder', 'Sports', 'Jumping', 'Board', 'Extreme', 'Boarding', 'Freestyle Skiing', 'Rail', 'Park', 'Whistler', 'Jumps', 'Shaun', 'Adam', 'Burton', 'Colorado', 'Rails', 'Alpine', 'Terrain', 'Austria', 'Vail', 'Vermont', 'Utah', 'Mammoth', 'Snowboarden', 'Downhill', 'Lift', 'Snowboarder', 'Hill', 'Crash', 'Snowboards', 'Backyard', 'Alps', 'Slope', 'Nordic', 'Tekken']","['Skateboarding', 'Winter sport', 'Skiing', 'Extreme sport', 'Snowboarding', 'Snowboard']"
QECs,BazDePlEUtQ,['winx club ben 10'],"['Cartoon', 'Animation', 'Mermaid', 'Ariel (Disney)', None]"
8643,VsmQwgolGHI,"['yt:quality=high', 'таберик', 'детский ансамбль', 'детский театр', 'детский танец', 'танец со скакалками', 'танец со скакалкой', 'скакалочки', 'как научиться прыгать на скакалке', 'разные прыжки через скакалку', 'искусство прыжков через скакалку', 'дети прыгают через скакалку', 'скакалки']","['Performance art', 'Dance', 'Ballet', 'Circus']"
hZt5,hmGBYV1QSeM,"['JustDrawCats', 'JustDrawCatsBETA', 'Dutch', 'commentary', 'NL', 'Nederlandse commentary', 'commentaar', 'GTX 560 Ti', 'nvidia', 'Msi N560GTX-Ti Twin Frozr II']","['Game', 'Video game', 'Strategy video game', 'League of Legends']"
9GjU,ZxmtnOWbOnM,"['robot', 'rampage', 'puppets', 'muppets', 'monster', 'frankenstein', 'dollface']","['Video game', 'Cartoon', 'Animation']"
Jxb0,HI4sENJA6iA,"['ENDURO', 'CROSS', 'PMI', '2012']","['Vehicle', 'Motorsport', 'Racing', 'Motorcycle', 'Cycling', 'Motorcycling', 'Bicycle', 'Outdoor recreation', 'Motocross', 'Extreme sport', 'Mountain biking', 'Enduro']"
5t9Y,mYuQ8kbPA4Y,"['banev', 'каждый день как понедельник', 'plastika', 'кури', 'acoustic', 'акустика', 'unplugged']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
jfcv,JEpKBRZx2E8,"['WoT', '2010', '04', '02', '19', '32', '39', '20']","['Game', 'Video game', 'Strategy video game', 'Tank']"
J1KU,fjBuXxJta94,"['somersby', 'lord somersby', 'somersby cyprus', 'lord somersby cyprus', 'cider beer', 'cider cyprus', 'somersby cider', 'Cyprus (Country)', 'Nicosia (City/Town/Village)', 'Limassol (City/Town/Village)', 'lord somersby in limassol', 'lemesos', 'limasol', 'somersby blackberry', 'blackberry', 'blackberries', 'somersby lemesos', 'somersby limassol']",['Music video']
BazH,rMuxtDM0Qtw,"['Warhammer 40k', 'space marine', 'pc', 'multiplayer']","['Game', 'Video game', 'Action-adventure game', 'Mass Effect', 'Space Marines (Warhammer 40,000)', 'Deadpool']"
uqpT,zMYEwkcgcXk,"['blacksmith', 'forging', 'hammer', 'pneumatic control', 'Kinyon', 'colman', 'controll', 'john larson', 'big blue', 'ifi', 'iron kiss']",['Machine']
MiyJ,1eRwDtMoOco,"['Calvados', 'Kalvados', 'Calvados Panewniki', 'Calvados Katowice', 'Dom przyjęć Calvados']","['House', 'Room', 'Hotel', 'Resort']"
5MwM,HiU-ycoj_8I,"['Vera Wang', ""harper's bazaar"", 'fashion']",
SSsY,7qVe-HV4Pck,"['SHEL', 'Freeform', 'The', 'Fosters', 'Pledgemusic', 'Colorado', 'Girl', 'Band', 'Sisters', 'Disney', 'ABC', 'QueenAmerica', 'CatherineZetaJones', 'FacebookWatch']",
Ppa2,Mw8oAIHiajE,"['Regimentsbläsercorps', 'Neuss', 'Reuschenberg', '2011', 'Landesmeisterschaft', 'Marienheide', 'Fanfarencorps', 'Santa', 'fe']","['Concert', 'Musician', 'Musical ensemble', 'Orchestra', 'Marching band', 'Brass instrument']"
pDDd,6Fj0WPlSUUY,"['Stage', 'Theatre (Award Discipline)', 'Grand Theft Auto 5', 'boost', 'Unreal', 'cars', '10', '240sx', 'turbo', 'Drifting', 'Guide', 'Project', 'bov', 'Crash', 'To', 'Supra', 'Drifting Motorsport', 'Stock', 'playground', 'racing', 'Games', 'Forza', 'Horizon-', 'Carbon', 'turn', 'limiter']","['Game', 'Video game', 'Racing', 'Sports car', 'Driving', None, 'Supercar', 'Coupé', None, 'PlayStation 4', None, 'Muscle car', 'Dodge', 'Forza (series)', 'Nissan GT-R', 'Forza Horizon', 'Honda S2000', 'Forza Horizon 2']"
AQJI,FBfD27LROIs,"['SEGA', 'セガ', 'アーケードゲーム', '戦国大戦', '戦国大戦頂上対決']","['Game', 'Video game']"
gcwd,BcsrdBx9ckI,"['Yes', 'LMFAO', 'music', 'video', 'AnuvaKay', 'every', 'day', 'see', 'my', 'dream', 'lyrics', '2007', '2008', '2009', '2010', 'girl', 'party', 'rock', 'watch', 'entertaining']",['Music video']
BvOJ,jr3tnUVGjJ0,"['The', 'Rolling', 'Stones', 'Mark', 'Rongers', 'Cat', 'Clemons', 'Terrence', 'Boylan', 'Jerry', 'Nick', 'Danger', 'Band', 'Live', 'Music', ""Lucilee's"", 'Velvet', 'Lounge', 'Rock']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Drummer']"
TFlJ,ZPUGc4zggoA,"['covers', 'milkers', 'barcelona', 'whitestripes', 'blackeyedpeas', 'beatles']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Festival', 'Music festival']"
1iBx,_lx8-15CT9A,"['робот Land Crawler eXtreme', 'массаж', 'робот WheeMe', '3D-интерфейс', 'Jaguar C-X75', 'Li-ion батареи', 'LCD-экран', 'газовая микротурбина', 'университет Кэйо', 'Vagabond Works', 'Theo Jansens', 'гаджеты', 'телефоны', 'девайсы', 'компьютеры', 'notebook', 'cars', 'car', 'ferrari', 'laptops', 'porsche', 'hunting']",
yAaf,iJXJwsipJaQ,"['iglesia', 'faro', 'de', 'luz', 'mcallen']","['Concert', 'Musician', 'Musical ensemble', 'Choir', 'Wedding']"
ISQr,7mMZbVpqqKQ,"['Céline', 'Clain', 'Desbos', 'Markadas', '2011']","['Concert', 'Performance art', 'Dance', 'Musical ensemble', 'Orchestra']"
svhj,MgO-n_KbqH0,"['Super', 'Smash', 'Bros.', 'Brawl', 'Ike', 'Great', 'Aether', 'Peach', 'Wolf', 'Lucario']","['Game', 'Video game', 'Cartoon', 'Super Smash Bros.']"
GeHh,u-N5bM8DHfI,"['New', 'zealand', 'graffiti', 'freights', 'bombing', 'tag', 'tagging', 'throw', 'ups', 'legends', 'NZgraffWritr', 'Nzgraff']","['Art', 'Graffiti', 'Street art', 'Mural']"
cJVL,N7eFt1EBEvI,"['mayflower primary school', 'ministry of education', 'string', 'string ensemble', 'Guzheng (Musical Instrument)']","['Musician', 'String instrument', 'Orchestra', 'Violin', 'Viola', 'Cello']"
0tkH,0SYoqLxQ4ik,"['Canada', 'Events', 'Vieux Port De Montréal', 'montreal', 'Parc Jean Drapeau', 'Adventure', 'ecorecreo', 'été', 'Segway PT (Invention)', 'Tourism', 'transport', 'Destination', 'Travel']","['Cycling', 'Bicycle']"
5gMQ,KBxznzbrAEQ,"['monsters', 'krutart', 'outsiders', 'alternative', 'rock', 'ostrava', 'anna', 'linhartová', 'igor', 'orozovič', 'FMK', 'UTB', 'videoclip', 'menstruace', 'always', 'medvědi', 'kravaře', 'hukvaldy', 'asterka', 'dcera', 'asterky', 'krev', 'blood', 'kontroverzní', 'šokující']",['Music video']
IHsY,ejO7Uccb-LI,"['difanga', 'blackshiny', 'black', 'honorable', 'hono', 'bgine', 'blackman', 'shiny', 'dantana', 'out', 'law', 'crew', 'guadeloupe', 'martinique', 'lyon', 'marie', 'galante', '971', '972', '973', '69', 'gwada', 'madinina', 'galanta', 'reggae', 'dancehall', 'mizerecordzjah', 'wholy', 'créations', 'wholymusic', 'dtl', 'biwa', '2012']",['Music video']
pMkU,qypFE_aRJ8s,"['test', 'angucken', 'schauen', 'hands', 'on', 'iphone', 'apple', 'fünf', 'verkauf', 'start', 'unboxing', 'auspacken', 'pack', 'oberhausen', 'store', 'laden', 'geschäft', 'anstehen', 'schlange', 'review', 'mitarbeiter', 'produktionsfehler', 'macke', 'kratzer', 'verfärbung', 'kauf', 'kaufen', 'mac', 'imac', 'ipad', 'zubehör', 'itraid', 'it', 'raid', 'produkt', 'technik', 'ipod', 'touch', 'ios', 'sechs', 'karte', 'support', 'gut', 'toll', 'austausch', 'austauschen', 'wechseln', 'kurz', 'vorstellen', 'vergleich', 'telefon', 'handy', 'kurzreview', 'apfel', '3gs', 'Phone', 'App', 'Ipod', 'Touch', 'Itunes', 'Everytime', 'iphone5', 'zustand', 'lack', 'aussehen', 'design', 'itraidde']","['Mobile phone', 'Smartphone', 'Gadget', 'IPhone', 'IPhone 4S', 'IPhone 5', 'IPhone 4', 'IPhone 5S', 'IPhone 5C']"
X4p8,ifrbHMFnLLk,"['Tigre', 'Copa Libertadores', 'Anzoategui', 'La barra del matador', 'Los matadores de victoria']",['Association football']
c0wb,fnfrbS8JzCM,"['infiernorojo', 'independiente', 'hinchada', 'brasil', 'goias', 'copa', 'sudamericana']","['Association football', 'Stadium']"
